label,source,text,username,mention,title,state
From: Robert Wittman (Representative from Virginia),twitter,"my sympathy and my prayers go out to the families of the victims, and the quantico community.",robert wittman,[],Representative,Virginia
From: Sean Maloney (Representative from New York),twitter,we join together this month to commemorate black history month to honor the remarkable accomplishments and... http://t.co/suekaz8crm,sean maloney,[],Representative,New York
From: Barbara Boxer (Senator from California),twitter,"#ryanbudget hurts everyone in this country. when it comes to medicare, it hurts seniors on the program now and seniors in the future.",barbara boxer,[],Senator,California
From: Dean Heller (Senator from Nevada),twitter,always great to see senator richard bryan. #homemeansnevada #battleborn http://t.co/ksbvjcadny,dean heller,[],Senator,Nevada
From: Jerry McNerney (Representative from California),twitter,at the @antiochpolice 47th neighborhood cleanup working to keep #antioch &amp; #ca9 clean http://t.co/oxzgmnicjl,jerry mcnerney,['@antiochpolice'],Representative,California
From: Tom Cotton (Representative from Arkansas),twitter,3 arkansas counties have been designated as federal disaster areas. my statement: http://t.co/nubelbgdft,tom cotton,[],Representative,Arkansas
From: Mike Coffman (Representative from Colorado),twitter,icymi -  @usatoday on legislation i introduced to improve research for veterans struggling with gulf war illnesses http://t.co/sty3e46t8b,mike coffman,['@usatoday'],Representative,Colorado
From: Paul Tonko (Representative from New York),twitter,we're running out of time to renew the highway trust fund. it's time to act: http://t.co/q4odvjtpte  http://t.co/yui9xofjoa,paul tonko,[],Representative,New York
From: Benjamin Cardin (Senator from Maryland),twitter,".@athomepundit cr isnt good policy bc we cant adjust spending levels, but its better than shutting down gov. we shld return to regular order",benjamin cardin,['@athomepundit'],Senator,Maryland
From: Lynn Jenkins (Representative from Kansas),twitter,"as obama talked abt infrastructure projects, i heard a firsthand account of how delay of #keystone negatively impacted business. #time2build",lynn jenkins,[],Representative,Kansas
From: Larry Bucshon (Representative from Indiana),twitter,enjoyed it! ûï@attyabdul: good chat with @replarrybucshon @93wibc. up next @mayorballardû,larry bucshon,"['@attyabdul', '@replarrybucshon', '@93wibc', '@mayorballard']",Representative,Indiana
From: Ileana Ros-Lehtinen (Representative from Florida),twitter,"letûªs thank our #veterans 4 their service + sacrifice! ceremony, parade + picnic tue nov 11 @ 11am http://t.co/mqhlr1wzey",ileana ros-lehtinen,[],Representative,Florida
From: Richard Burr (Senator from North Carolina),twitter,i hope senate dems will seriously consider this amdt &amp; will not throw our veterans &amp; unemployed under the bus. http://t.co/afmklj30lp,richard burr,[],Senator,North Carolina
From: Ileana Ros-Lehtinen (Representative from Florida),twitter,admin reached deal w the man who bragged of advancing #nukes prgrm thru deception. i remain skeptical. #nkorea all over again.,ileana ros-lehtinen,[],Representative,Florida
From: Darrell Issa (Representative from California),twitter,breaking the silence on the irs outrage: http://t.co/bx27adwu2o via @newyorkobserver #irstargeting,darrell issa,['@newyorkobserver'],Representative,California
From: Rob Portman (Senator from Ohio),twitter,"going to be talking w @golfchannel about #memorialtournament and my efforts for congressional gold med for #goldenbear, jack nicklaus",rob portman,['@golfchannel'],Senator,Ohio
From: Yvette Clarke (Representative from New York),twitter,rt @washingtonpost: a transcript of president obama's speech http://t.co/d6i5rt1wpd #marchonwashington #mow50,yvette clarke,['@washingtonpost'],Representative,New York
From: John Garamendi (Representative from California),twitter,mt @yubasutterarts do you know a student who wants his/her #art displayed at the us capitol? http://t.co/reyuuvxuix,john garamendi,['@yubasutterarts'],Representative,California
From: Rob Portman (Senator from Ohio),twitter,@senrandpaul deserves an answer from obama admin questions abt use of force on u.s. citizens in u.s.(http://t.co/xb7rkjywcu),rob portman,['@senrandpaul'],Senator,Ohio
From: Kelly Ayotte (Senator from New Hampshire),twitter,great to meet @horizonbeverage employees. so glad to have them working in nh http://t.co/vmta6dwa6u,kelly ayotte,['@horizonbeverage'],Senator,New Hampshire
From: Cedric Richmond (Representative from Louisiana),twitter,today the house voted in favor of the national flood insurance fund. this protects over 1300 #isaac claim payments from being delayed too.,cedric richmond,[],Representative,Louisiana
From: Ileana Ros-Lehtinen (Representative from Florida),twitter,"apropiado q maduro + ortega juntos en #nicaragua, ambos manipuladores d elecciones. #venezuela + nicaragua necesitan elecciones libres.",ileana ros-lehtinen,[],Representative,Florida
From: AndrÌ© Carson (Representative from Indiana),twitter,have a great labor day weekend #indy! safe travels to you and your family.  i hope to see you out and about in the district.,andrì© carson,[],Representative,Indiana
From: Cory Booker (Senator from New Jersey),twitter,@dwaynebenji thank you so much dwayne!!!!,cory booker,['@dwaynebenji'],Senator,New Jersey
From: Michael Fitzpatrick (Representative from Pennsylvania),twitter,"rt @perkasieborough: due to the extreme flooding, callowhill street from 3rd to walkers way is currently closed. http://t.co/6gdtkqbpez",michael fitzpatrick,['@perkasieborough'],Representative,Pennsylvania
From: John Cornyn (Senator from Texas),twitter,senator obama debates president obama: http://t.co/00kq8qqlaa via @wtcommunities,john cornyn,['@wtcommunities'],Senator,Texas
From: Alan Grayson (Representative from Florida),twitter,"it's our job to pass laws, not give favors to foreign oil corporations #keystone
http://t.co/bnhvondflz",alan grayson,[],Representative,Florida
From: Patrick McHenry (Representative from North Carolina),twitter,at the 3rd annual foothills homeless veterans stand down. thank you to the over 150 volunteers forû_ http://t.co/drni8n8e37,patrick mchenry,[],Representative,North Carolina
From: Sheldon Whitehouse (Senator from Rhode Island),twitter,"thanks again to @algore for making the time to speak at #eedayri.  and icymi, here is the video of his speech: http://t.co/h5ogi3gj9a",sheldon whitehouse,['@algore'],Senator,Rhode Island
From: Vicky Hartzler (Representative from Missouri),twitter,was glad to welcome jason smith to congress and witness his swearing today. he is an outstanding leader who will represent mo-8 well.,vicky hartzler,[],Representative,Missouri
From: Dana Rohrabacher (Representative from California),twitter,@et_disclosure i got your message.,dana rohrabacher,['@et'],Representative,California
From: Kelly Ayotte (Senator from New Hampshire),twitter,great to be at @nnedv breakfast to support efforts to end domestic violence http://t.co/cpdvu76fy6,kelly ayotte,['@nnedv'],Senator,New Hampshire
From: Sherrod Brown (Senator from Ohio),twitter,#tbt president fdr signed #socialsecurity act into law #otd in 1935. itûªs up to us to preserve &amp; protect it now. http://t.co/b2yybxs3ug,sherrod brown,[],Senator,Ohio
From: Edward Whitfield (Representative from Kentucky),twitter,my thoughts and prayers are with those affected by the recent storms in the u.s.!,edward whitfield,[],Representative,Kentucky
From: Janice Hahn (Representative from California),twitter,a #gopshutdown will mean the @sbagov will stop processing loans to american #smallbusinesses. #enoughalready!,janice hahn,['@sbagov'],Representative,California
From: Todd Rokita (Representative from Indiana),twitter,"live on @dennisdmz today at 12:45p et. dennis out today, @christiandmz guest hosts. listen live: http://t.co/koyymod9ky",todd rokita,"['@dennisdmz', '@christiandmz']",Representative,Indiana
From: Stephen Fincher (Representative from Tennessee),twitter,rt @ncfarmbureau: #farmbill 2013 voted out of senate ag committee yesterday now house ag committee on schedule to vote their version tonight,stephen fincher,['@ncfarmbureau'],Representative,Tennessee
From: Cory Booker (Senator from New Jersey),twitter,rt @j_insider: kosher restaurant caters to a new newark | njjn http://t.co/w6gnv6oya7 @corybooker,cory booker,"['@j', '@corybooker']",Senator,New Jersey
From: Scott DesJarlais (Representative from Tennessee),twitter,ex-official claims clinton allies scrubbed #benghazi docs in secret sessions http://t.co/g7xyhdvm0g,scott desjarlais,[],Representative,Tennessee
From: John Delaney (Representative from Maryland),twitter,"delaney op-ed in washington post: debt prioritization not rooted in financial reality, bad for nationûªs standing
 http://t.co/bu7lj9nbyc",john delaney,[],Representative,Maryland
From: Cory Booker (Senator from New Jersey),twitter,@living_rights thanks so much for checking in. all is going well in this vegan journey.,cory booker,['@living'],Senator,New Jersey
From: Frederica Wilson (Representative from Florida),twitter,headed to @whitehouse for the signing of bipartisan worker training bill to modernize our workforce development system #wioa,frederica wilson,['@whitehouse'],Representative,Florida
From: Brad Wenstrup (Representative from Ohio),twitter,tune in: sec. kerry is testifying about #syria before the @hascrepublicans. watch - http://t.co/5zzhknjco2,brad wenstrup,['@hascrepublicans'],Representative,Ohio
From: Jack Reed (Senator from Rhode Island),twitter,the gop proposal sets no cap on interest rates &amp; could cost students thousands of extra dollars. #dontdoublemyrate http://t.co/miiqmrq1uj,jack reed,[],Senator,Rhode Island
From: Cory Booker (Senator from New Jersey),twitter,we are running late. heading there now. the mayor vs me. rt @theclimatehawk we showed up at the showdown.  watch out for hole 6!,cory booker,['@theclimatehawk'],Senator,New Jersey
From: Blake Farenthold (Representative from Texas),twitter,"congrats to @southwestair: 43 yrs ago, 1st flights out of @dallaslovefield. we luv having you serve #tx27 via @ccintairport &amp; @austinairport",blake farenthold,"['@southwestair', '@dallaslovefield', '@ccintairport', '@austinairport']",Representative,Texas
From: John Boehner (Representative from Ohio),twitter,via @cnn: ûïdemocratic senator asks obama to delay #obamacare deadlineû http://t.co/tvbzbsau99 #fairnessforall,john boehner,['@cnn'],Representative,Ohio
From: Vicky Hartzler (Representative from Missouri),twitter,did you know i am on instagram? check it out and follow me! http://t.co/nx05a6usle http://t.co/4mlezz3vcy,vicky hartzler,[],Representative,Missouri
From: Joyce Beatty (Representative from Ohio),twitter,joined by colleague congresswoman tulsi gabbard at celebrity charity classic http://t.co/9qnzegkrpv,joyce beatty,[],Representative,Ohio
From: Edward Markey (Senator from Massachusetts),twitter,"join me, @senwarren @mayortommenino &amp; rep capuano at faneuil hall #boston today at 11am. #demandaction @nomorenames http://t.co/q5ulw6lgm4",edward markey,"['@senwarren', '@mayortommenino', '@nomorenames']",Senator,Massachusetts
From: Kevin Brady (Representative from Texas),twitter,excellent. please rt: wsj: it was not the declaration of independence that gave us freedom but the continental army. http://t.co/dgmskowzva,kevin brady,[],Representative,Texas
From: Yvette Clarke (Representative from New York),twitter,but i remain concerned about the denial and insensitivity expressed in his initial response.,yvette clarke,[],Representative,New York
